name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,logloss,0.5510799335022017,0.39
2_DecisionTree,Decision Tree,logloss,0.36952387776895534,24.01
3_Linear,Linear,logloss,0.32535268188440913,14.45
4_Default_RandomForest,Random Forest,logloss,0.3239117649047952,25.48
5_Default_Xgboost,Xgboost,logloss,0.2810870603531478,31.77
6_Default_NeuralNetwork,Neural Network,logloss,0.316771539295952,47.54
Ensemble,Ensemble,logloss,0.2810870591898231,2.88
